id,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src,likes,dislikes,comment
189.0,Almond Tortoni,35 mins,0,8 hrs 35 mins,8.0,8 servings,"1  egg white, ¼ cup confectioners' sugar, 1 cup heavy cream, 1 teaspoon sherry wine or Marsala, 1 teaspoon almond extract, 1 cup almond macaroon crumbs, ½ cup ground almonds, 6  red maraschino cherries, chopped, 6  green maraschino cherries, chopped, ¼ cup slivered almonds, 4  maraschino cherries, halved for garnish","In a small bowl, beat egg white until foamy. Gradually beat in sugar, and continue beating until thick and glossy; set aside.
Whip cream in a large bowl. Carefully fold in sherry, almond extract, macaroon crumbs, ground almonds, and chopped red and green cherries. Gently fold egg white into cream mixture.
Spoon into 8 paper baking cups placed in medium size muffin tray. Sprinkle with slivered almonds. Cover muffin tray with clear plastic wrap, then wrap with aluminum foil. Freeze overnight.
To serve: Let sit for 5 minutes at room temperature, then garnish with maraschino cherry halves.",4.5,https://www.allrecipes.com/recipe/50950/almond-tortoni/,/Desserts/Nut Dessert Recipes/Almond Dessert Recipes/,"Total Fat 19g 24%, Saturated Fat 7g 37%, Cholesterol 41mg 14%, Sodium 26mg 1%, Total Carbohydrate 18g 7%, Dietary Fiber 2g 6%, Total Sugars 13g, Protein 4g, Vitamin C 0mg 1%, Calcium 54mg 4%, Iron 1mg 3%, Potassium 137mg 3%","Prep Time: 35 mins, Additional Time: 8 hrs, Total Time: 8 hrs 35 mins, Servings: 8, Yield: 8 servings",https://www.allrecipes.com/thmb/BDvB3D6hi9mqOGsvCnMHlrp1m2s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5570391-0e136e4cef11463fa6a778feb4ce0c9d.jpg,0.0,0.0,[]
190.0,Ground Cherry Pie II,15 mins,40 mins,55 mins,8.0,1 to 9 - inch pie,"2 ½ cups ground cherries, ½ cup packed brown sugar, 1 tablespoon all-purpose flour, 2 tablespoons water, 1 (9 inch) pie shell, 3 tablespoons all-purpose flour, 3 tablespoons white sugar, 2 tablespoons butter","Preheat oven to 425 degrees F (220 degrees C).
Wash ground cherries and place in unbaked pie shell. Mix brown sugar and 1 tablespoon flour and sprinkle over cherries. Sprinkle water over top. Mix together 3 tablespoons flour and 3 tablespoons sugar. Cut butter in until crumbly. Top cherry mixture with crumbs.
Bake in the preheated oven for 15 minutes, reduce temperature to 375 degrees F (190 degrees C) and continue to bake for 25 minutes.",4.4,https://www.allrecipes.com/recipe/12671/ground-cherry-pie-ii/,/Desserts/Pies/Fruit Pies/,"Total Fat 8g 11%, Saturated Fat 3g 13%, Cholesterol 8mg 3%, Sodium 127mg 6%, Total Carbohydrate 34g 12%, Dietary Fiber 0g 1%, Total Sugars 19g, Protein 2g, Vitamin C 5mg 24%, Calcium 20mg 2%, Iron 1mg 6%, Potassium 41mg 1%","Prep Time: 15 mins, Cook Time: 40 mins, Total Time: 55 mins, Servings: 8, Yield: 1 to 9 - inch pie",https://www.allrecipes.com/thmb/e5vwCeINEEJLxQ53-BmfbJ7Misg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2539531-92a0f1721c824cacb0cfb114bc47096a.jpg,0.0,0.0,[]
191.0,Paleo Almond Date Cookies,25 mins,15 mins,50 mins,24.0,2 dozen,"2 ½ cups blanched almond flour, 1 cup pitted and chopped dates, ½ cup chopped dried cherries, ½ cup chopped walnuts, 2 tablespoons chia seeds, or more to taste, ½ teaspoon baking soda, ½ teaspoon sea salt, ½ cup coconut oil, 1  egg, 2 tablespoons maple syrup, 1 tablespoon vanilla extract","Preheat oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper.
Combine almond flour, dates, cherries, walnuts, chia seeds, baking soda, and sea salt in a large bowl; whisk to blend. Add coconut oil, egg, maple syrup, and vanilla extract; blend well with a spoon or fork until dough comes together.
Scoop dough onto prepared baking sheets with a small cookie scoop.
Bake in the preheated oven until edges are golden, about 15 minutes. Turn off oven and let cookies sit with oven door closed, about 10 minutes more. Remove from oven and let cool.",4.6,https://www.allrecipes.com/recipe/246422/paleo-almond-date-cookies/,/Desserts/Nut Dessert Recipes/Almond Dessert Recipes/,"Total Fat 13g 17%, Saturated Fat 5g 24%, Cholesterol 8mg 3%, Sodium 67mg 3%, Total Carbohydrate 12g 4%, Dietary Fiber 3g 9%, Total Sugars 8g, Protein 4g, Vitamin C 0mg 1%, Calcium 13mg 1%, Iron 1mg 4%, Potassium 68mg 1%","Prep Time: 25 mins, Cook Time: 15 mins, Additional Time: 10 mins, Total Time: 50 mins, Servings: 24, Yield: 2 dozen",https://www.allrecipes.com/thmb/6ASjAVDl6LPVmUQCs7Dv_SbL93M=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8580052-paleo-almond-date-cookies-Katy-Freund-4x3-1-520e76f55341426881a8f86e1d35e831.jpg,0.0,0.0,[]
192.0,Cherry Cream Cheese Cake,0,0,0,14.0,1 tube cake,"1 (8 ounce) package cream cheese, softened, 1 cup butter, softened, 1 ½ cups white sugar, 1 ½ teaspoons vanilla extract, 4  eggs, 2 ¼ cups all-purpose flour, 1 ½ teaspoons baking powder, ⅛ teaspoon salt, 1 cup candied cherries, halved, ¼ cup all-purpose flour, ½ cup chopped pecans","Preheat oven to 325 degrees F (165 degrees C).
Cream the cream cheese, butter or margarine, sugar, and vanilla together until smooth. Beat in eggs one at a time. Sift together 2 1/4 cup flour, baking powder, and salt; fold into cream cheese mixture. Dredge cherries in 1/4 cup flour, and fold into batter.
Sprinkle pecans over the bottom of an ungreased 10 inch angel food tube pan. Bottom should be completely covered. Add a few more pecans if necessary. Spoon batter into pan on top of nuts.
Bake for about 75 minutes, or until an inserted wooden pick comes out clean. Allow cake to cool in pan. Run knife around outside edge and center tube. Ease cake out of pan, and onto plate.",4.5,https://www.allrecipes.com/recipe/7704/cherry-cream-cheese-cake/,/Desserts/Cakes/Pound Cake Recipes/,"Total Fat 23g 30%, Saturated Fat 13g 63%, Cholesterol 106mg 35%, Sodium 242mg 11%, Total Carbohydrate 47g 17%, Dietary Fiber 1g 4%, Total Sugars 28g, Protein 6g, Calcium 60mg 5%, Iron 2mg 11%, Potassium 90mg 2%","Servings: 14, Yield: 1 tube cake",https://www.allrecipes.com/thmb/x7lUfxKGlljXZnCI1_1CE-CvOSg=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/596222-80f88543b90349d5ba7123de5fba11f7.jpg,0.0,0.0,[]
193.0,Maraschino Cherry Nut Cake,30 mins,20 mins,2 hrs 20 mins,12.0,1 9-inch cake,"1 (10 ounce) jar maraschino cherries, 2 ¼ cups sifted cake flour, 2 ½ teaspoons baking powder, ½ teaspoon salt, divided, ½ cup shortening, 1 ⅓ cups white sugar, 3  egg whites, room temperature, ⅔ cup milk, room temperature, ½ cup chopped pecans, ¾ cup butter, room temperature, 6 cups sifted confectioners' sugar, divided, ⅓ cup milk, 6 drops red food coloring, 1 ½ teaspoons vanilla extract, 12  maraschino cherries, with stems","Preheat the oven to 350 degrees F (175 degrees C). Grease and lightly flour two 8- or 9-inch round cake pans or one 9x13-inch cake pan.
Reserve 1/4 cup maraschino cherry juice. Coarsely chop cherries to make 1/2 cup. Set aside.
Sift cake flour, baking powder, and 1/4 teaspoon salt and set aside.
Beat shortening in a large bowl with an electric mixer on medium-high speed for 30 seconds. Add white sugar and beat until well combined. Add egg whites, one at a time, beating well after each.
Combine 2/3 cup milk and reserved 1/4 cup cherry juice. Add the flour and milk mixture alternately to the shortening mixture, beating on low speed after each addition until just combined. Stir in the chopped cherries and nuts. Pour batter into prepared pans.
Bake in the preheated oven until cake springs back when lightly touched with a finger or a tester comes out clean, 20 to 25 minutes for round cakes (or 30 to 35 minutes for a 9x13 inch pan). Cool cakes in pans on a wire rack for 10 minutes, then invert onto a wire rack to cool completely.
To make frosting: Beat butter in a large bowl until fluffy. Gradually add 3 cups sifted confectioners' sugar; beat well. Slowly beat in 1/3 cup milk, vanilla, and remaining 1/4 teaspoon salt. Gradually beat in the remaining 3 cups sifted confectioners' sugar. Beat in additional milk (1 to 2 tablespoons) if needed, to make the frosting spreading consistency. If desired, tint the frosting pink by adding 6 drops red food coloring.
Once the cake is completely cool, frost with butter frosting and decorate with maraschino cherries with stems.",3.9,https://www.allrecipes.com/recipe/7330/maraschino-cherry-nut-cake/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 24g 31%, Saturated Fat 10g 50%, Cholesterol 32mg 11%, Sodium 304mg 13%, Total Carbohydrate 114g 41%, Dietary Fiber 1g 4%, Total Sugars 82g, Protein 4g, Vitamin C 0mg 1%, Calcium 97mg 7%, Iron 2mg 13%, Potassium 135mg 3%","Prep Time: 30 mins, Cook Time: 20 mins, Additional Time: 1 hrs 30 mins, Total Time: 2 hrs 20 mins, Servings: 12, Yield: 1 9-inch cake",https://www.allrecipes.com/thmb/to1c9zdiZGyjuxXly2EcbhCLbeA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/801910-f61c9a94d75544dc8b477c66f123f51e.jpg,0.0,0.0,[]
194.0,Bing Cherry Congealed Salad,0,0,0,9.0,6 to 10 servings,"1 (16.5 ounce) can pitted Bing cherries, drained, juice reserved, 1 (15 ounce) can crushed pineapple, drained with juice reserved, 1 (6 ounce) package cherry Jell-O®, 1 (3 ounce) package cream cheese, 6 fluid ounces cola-flavored carbonated beverage, 1 cup chopped pecans","In a sauce pan, combine reserved cherry juice and pineapple juice to equal 1 cup. Bring to boil, add gelatin and whisk together. Remove from heat and add cream cheese and blend together until smooth.
Add cola and beat until mixture becomes fluffy. Fold in cherries, pineapple, and nuts. Pour into molded container, chill 6 to 8 hours or until firm.",4.3,https://www.allrecipes.com/recipe/13700/bing-cherry-congealed-salad/,/Desserts/Specialty Dessert Recipes/Dessert Salad Recipes/Jell-O® Salad/,"Total Fat 12g 16%, Saturated Fat 3g 14%, Cholesterol 10mg 3%, Sodium 116mg 5%, Total Carbohydrate 35g 13%, Dietary Fiber 2g 8%, Total Sugars 32g, Protein 4g, Vitamin C 6mg 29%, Calcium 30mg 2%, Iron 1mg 5%, Potassium 185mg 4%","Servings: 9, Yield: 6 to 10 servings",https://www.allrecipes.com/thmb/toCViWcTfMC2BIuOfH0cUme5FwA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/701071-cd65afc96d4e4cf7b000a0fee9976ac5.jpg,0.0,0.0,[]
195.0,Cherry Cheese Pie I,15 mins,0,2 hrs 15 mins,8.0,1 9-inch pie,"1 (9 inch) prepared graham cracker crust, 1 (8 ounce) package cream cheese, softened, ½ cup white sugar, 2 cups frozen whipped topping, thawed, 1 (21 ounce) can cherry pie filling","In a medium mixing bowl, beat together softened cream cheese and sugar until light and fluffy. Fold in whipped topping and blend until mixture is smooth. Spread into graham cracker crust and spoon pie filling over top. Cover with plastic wrap and chill 2 hours before serving.",4.7,https://www.allrecipes.com/recipe/17584/cherry-cheese-pie-i/,/Desserts/Pies/No-Bake Pie Recipes/,"Total Fat 21g 27%, Saturated Fat 12g 58%, Cholesterol 31mg 10%, Sodium 251mg 11%, Total Carbohydrate 56g 20%, Dietary Fiber 1g 3%, Total Sugars 27g, Protein 4g, Vitamin C 3mg 14%, Calcium 37mg 3%, Iron 1mg 6%, Potassium 138mg 3%","Prep Time: 15 mins, Additional Time: 2 hrs, Total Time: 2 hrs 15 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/kR6MtuJJYCbAe3d4MAf9mkMS3ZU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6487070-d3824bef8ac7482eabd33e6f43da6157.jpg,0.0,0.0,[]
196.0,Cherry Pie with Almond Crumb Topping,20 mins,1 hrs 15 mins,1 hrs 50 mins,8.0,1 9-inch pie,"1  1 (9 inch) unbaked pie crust (see footnote for recipe link), ½ cup slivered almonds, ½ cup light brown sugar, ⅓ cup rolled oats, ⅓ cup all-purpose flour, ¾ teaspoon salt, 6 tablespoons cold, unsalted butter, cut into pieces, 2 pounds cherries, pitted, ½  lemon, juiced, ⅓ cup white sugar, or more to taste, ¼ cup cornstarch","Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil.
Roll out pie crust and lay into a 9-inch pie pan.
Combine almonds, brown sugar, oats, flour, and salt in a large bowl. Work butter into the almond mixture with your fingers, breaking up any large pieces, until incorporated completely. Cover and chill for 15 minutes.
Combine cherries, lemon juice, white sugar, and cornstarch. Stir until well coated and no dry lumps remain, 3 to 4 minutes.
Pour cherries and any accumulated juices into the prepared pie pan. Press down into the pan. Crumble oat mixture over the top. Place the pan on the prepared baking sheet.
Bake in the preheated oven until cherries are bubbling and the crust and crumble topping are browned, about 1 hour 15 minutes. Let cool completely.











Unknown
",4.7,https://www.allrecipes.com/recipe/228047/cherry-pie-with-almond-crumb-topping/,/Desserts/Pies/Fruit Pies/Cherry Pie Recipes/,"Total Fat 167g 215%, Saturated Fat 63g 315%, Cholesterol 183mg 61%, Sodium 3214mg 140%, Total Carbohydrate 503g 183%, Dietary Fiber 39g 140%, Total Sugars 306g, Protein 43g, Vitamin C 105mg 526%, Calcium 457mg 35%, Iron 15mg 83%, Potassium 2879mg 61%","Prep Time: 20 mins, Cook Time: 1 hrs 15 mins, Additional Time: 15 mins, Total Time: 1 hrs 50 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/arcEgtKCdkWq_bYBWk60S6I64W8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/image-526-56c56b009fba4eed8b777b23c9776b61.jpg,0.0,0.0,[]
197.0,Cherry Cheesecake Brownies,15 mins,35 mins,1 hrs 50 mins,18.0,0,"1 cup butter, 2 cups white sugar, ⅔ cup cocoa powder, 4  eggs, 2 teaspoons vanilla extract, 1 cup gluten-free all purpose baking flour, ½ teaspoon gluten-free baking powder, ¼ teaspoon salt","Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan.
Melt butter in the microwave, about 1 minute. Stir in sugar and cocoa powder. Blend in 4 eggs, one at a time, using an electric mixer; add vanilla extract. Combine flour (see Cook's Note), baking powder, and salt in a small bowl, and add to the batter. Mix until well combined and pour into the prepared baking pan. Level with a knife or spatula.
Beat together cream cheese, sugar, and 1 egg in a second bowl until smooth. Dollop the cream cheese mixture on top of the brownie batter.
Separate cherries from the jelled filling and dollop them over the cream cheese mixture, saving leftover jelly for another use if desired. Swirl together using a knife.
Bake in the preheated oven until brownies are set and edges pull away from the sides of the pan, 35 to 45 minutes. Remove from the oven and cool thoroughly before cutting into bars.",4.0,https://www.allrecipes.com/recipe/274193/cherry-cheesecake-brownies/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 17g 21%, Saturated Fat 10g 50%, Cholesterol 93mg 31%, Sodium 183mg 8%, Total Carbohydrate 43g 16%, Dietary Fiber 2g 7%, Total Sugars 26g, Protein 4g, Vitamin C 1mg 6%, Calcium 31mg 2%, Iron 1mg 6%, Potassium 152mg 3%","Prep Time: 15 mins, Cook Time: 35 mins, Additional Time: 1 hrs, Total Time: 1 hrs 50 mins, Servings: 18",https://www.allrecipes.com/thmb/qI0sfyndCXQj5kaf0N10sAexVr0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6710629-6ef325842fa64cbbbfa5dae4f6647b34.jpg,0.0,0.0,[]
198.0,Fruity Sweet and Sour Sauce,1 mins,9 mins,10 mins,16.0,2 cups,"½ cup white sugar, or to taste, ½ cup white vinegar, or more to taste, ½ cup maraschino cherry juice, ½ cup pineapple juice, 1 ½ tablespoons cornstarch, ¼ cup cold water","Mix the sugar, vinegar, maraschino cherry juice, and pineapple juice in a saucepan over medium-low heat, stirring to dissolve the sugar.
Place the cornstarch in a small bowl, and stir the water into it to make a smooth paste. Stir the cornstarch paste into the juice mixture, and bring to a simmer. Stir constantly until the mixture thickens, about 1 minute.",4.2,https://www.allrecipes.com/recipe/108206/fruity-sweet-and-sour-sauce/,/Side Dish/Sauces and Condiments/Sauces/,"Sodium 0mg 0%, Total Carbohydrate 11g 4%, Total Sugars 7g, Vitamin C 1mg 4%, Calcium 3mg 0%, Iron 0mg 1%, Potassium 22mg 0%","Prep Time: 1 mins, Cook Time: 9 mins, Total Time: 10 mins, Servings: 16, Yield: 2 cups",https://www.allrecipes.com/thmb/aV5o01JSiWiirznA4E3pJ1jxa2I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/503065-4c05644e31ce4795b7baade18d555aa1.jpg,0.0,0.0,[]
199.0,Marshmallow Log,15 mins,0,45 mins,12.0,0,"2 cups flaked coconut, 2 cups miniature colored marshmallows, 2 cups crushed graham crackers, 1 (14 ounce) can sweetened condensed milk, 1 cup chopped walnuts, 10  candied cherries, quartered","Sprinkle coconut evenly on a sheet of waxed paper.
In a medium bowl, stir together marshmallows, graham cracker crumbs, condensed milk, walnuts, and cherries. Shape into a log; place on waxed paper and roll in coconut. Wrap with waxed paper and refrigerate until firm.",4.6,https://www.allrecipes.com/recipe/22995/marshmallow-log/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 14g 18%, Saturated Fat 6g 30%, Cholesterol 11mg 4%, Sodium 170mg 7%, Total Carbohydrate 48g 17%, Dietary Fiber 2g 8%, Total Sugars 35g, Protein 6g, Vitamin C 1mg 5%, Calcium 107mg 8%, Iron 1mg 7%, Potassium 231mg 5%","Prep Time: 15 mins, Additional Time: 30 mins, Total Time: 45 mins, Servings: 12",https://www.allrecipes.com/thmb/bTzUBwZc62Seh8_uQOxhPop-yDc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7536323-11ca93a9a2f84ffa95d5815a4730287f.jpg,0.0,0.0,[]
200.0,Preserved Cherries,0,0,0,16.0,4 half-pint jars,"2 pounds fresh cherries, stems removed, 4 cups water, ¾ cup white sugar","Inspect 8 half-pint jars for cracks and rings for rust, discarding any defective ones. Immerse in simmering water for 10 minutes to sterilize. Wash new, unused lids and rings in warm soapy water.
Fill sterilized jars with cherries up to the ""neck"" of the jar.
Pour water into a large pan and bring to a boil. Add sugar and keep boiling until sugar dissolves. Pour hot simple syrup over cherries into the jars up to 1/8-inch from the top. Run a clean knife or thin spatula around the insides of the jars to remove any air bubbles. Wipe rims with a moist paper towel to remove any spills. Top with lids and tightly screw on rings.
Place a rack in the bottom of a large stockpot and fill halfway with water. Bring to a boil and lower jars 2 inches apart into the boiling water using a holder. Pour in more boiling water to cover jars by at least 1 inch. Bring to a rolling boil, cover, and process for 20 minutes.
Remove the jars from the stockpot and place onto a cloth-covered or wood surface, several inches apart. Let rest for 24 hours without moving the jars. Gently press the center of each lid with a finger to ensure the lid does not move up or down. Remove the rings for storage and store in a cool, dark area.",5.0,https://www.allrecipes.com/recipe/265814/preserved-cherries/,/Side Dish/Sauces and Condiments/Canning and Preserving Recipes/Jams and Jellies Recipes/,"Total Fat 1g 1%, Saturated Fat 0g 1%, Sodium 2mg 0%, Total Carbohydrate 19g 7%, Dietary Fiber 1g 5%, Total Sugars 18g, Protein 1g, Vitamin C 4mg 20%, Calcium 10mg 1%, Iron 0mg 1%, Potassium 128mg 3%","Servings: 16, Yield: 4 half-pint jars",https://www.allrecipes.com/thmb/iDHeSS-JZu5UoTjOXeuPS_76mqE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5491038-preserved-cherries-AllrecipesPhoto-4x3-1-227bfd30ef37498185aeb911c11f8c06.jpg,0.0,0.0,[]
201.0,Cherry Chicken,15 mins,30 mins,45 mins,4.0,0,"3 tablespoons vegetable oil, 1 (4 pound) whole chicken, cut into 8 pieces,   salt and pepper to taste, ½ cup all-purpose flour for dusting, 1 (15 ounce) can pitted dark cherries packed in water, ½ cup white sugar, 1 tablespoon cornstarch, 1  orange - with peel, quartered and thinly sliced, ½ cup slivered almonds, toasted","Heat oil in a large skillet over medium-high heat. Season chicken with salt and pepper, then coat with flour. Fry in hot oil until browned, turning as needed. Reduce heat to medium, cover, and cook until meat is tender and juices run clear, about 25 minutes.
Remove chicken from the skillet; pour off all but 1/4 cup drippings. Return the skillet to medium heat and stir in cherries, reserving some cherry liquid for later. Stir in sugar and bring to a boil. Dissolve cornstarch in reserved cherry liquid, then stir into the skillet. Cook, stirring gently, until thickened.
Add orange slices and almonds to the skillet, then return chicken pieces to the skillet. Spoon sauce over chicken to coat; simmer over low heat for 5 to 10 minutes before serving.",4.3,https://www.allrecipes.com/recipe/92782/cherry-chicken/,/Cuisine/Asian/,"Total Fat 62g 79%, Saturated Fat 14g 70%, Cholesterol 222mg 74%, Sodium 751mg 33%, Total Carbohydrate 85g 31%, Dietary Fiber 5g 18%, Total Sugars 43g, Protein 63g, Vitamin C 25mg 125%, Calcium 122mg 9%, Iron 5mg 30%, Potassium 790mg 17%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 4",https://www.allrecipes.com/thmb/wRm2mGPG4SaiZBnjGzMUWu4UWaA=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3694208-73655e3facbd44c59285a2e3edf53d43.jpg,0.0,0.0,[]
202.0,Hawaiian Millionaire Pie,15 mins,0,1 hrs 15 mins,8.0,1 9-inch pie,"1 (9 inch) pie crust, baked, 1 (15 ounce) can crushed pineapple, drained, ¼ cup lemon juice, 1 (12 ounce) container frozen whipped topping, thawed, ½ cup maraschino cherries, chopped, 1 (14 ounce) can sweetened condensed milk, 1 cup chopped walnuts","In a large mixing bowl, fold pineapple, lemon juice, whipped topping, cherries, condensed milk, and walnuts together. Pour into pie shell and chill for at least one hour before serving.",4.5,https://www.allrecipes.com/recipe/15568/hawaiian-millionaire-pie/,/Desserts/Pies/No-Bake Pie Recipes/,"Total Fat 30g 38%, Saturated Fat 14g 72%, Cholesterol 17mg 6%, Sodium 176mg 8%, Total Carbohydrate 60g 22%, Dietary Fiber 2g 6%, Total Sugars 45g, Protein 8g, Vitamin C 10mg 50%, Calcium 170mg 13%, Iron 1mg 6%, Potassium 364mg 8%","Prep Time: 15 mins, Additional Time: 1 hrs, Total Time: 1 hrs 15 mins, Servings: 8, Yield: 1 9-inch pie",https://www.allrecipes.com/thmb/5f2ORPEscH9_Q8t52esUwoUbxHQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/902086-c35df260c9434518a143c634888f41f2.jpg,0.0,0.0,[]
203.0,Sour Cherry Pudding Cake,15 mins,30 mins,45 mins,12.0,1 9x13-inch cake,"2 cups all-purpose flour, 1 cup white sugar, 1 cup milk, 2 tablespoons vegetable oil, 1 tablespoon baking powder, 3 cups pitted tart red cherries, 1 cup white sugar, ¼ teaspoon almond extract","Preheat the oven to 375 degrees F (190 degrees C). Grease a 9x13-inch baking dish.
In a bowl, stir together flour, 1 cup sugar, milk, oil, and baking powder to make a smooth batter; scrape batter into the prepared baking dish.
In a separate bowl, stir cherries with 1 cup sugar and almond extract; spoon over batter.
Bake in the preheated oven until cake is lightly browned and a toothpick inserted into the center of the cake comes out clean, about 30 minutes.",4.5,https://www.allrecipes.com/recipe/218437/sour-cherry-pudding-cake/,/Desserts/Fruit Desserts/Cherry Dessert Recipes/,"Total Fat 3g 4%, Saturated Fat 1g 4%, Cholesterol 2mg 1%, Sodium 93mg 4%, Total Carbohydrate 56g 21%, Dietary Fiber 1g 5%, Total Sugars 40g, Protein 3g, Vitamin C 3mg 13%, Calcium 79mg 6%, Iron 1mg 7%, Potassium 135mg 3%","Prep Time: 15 mins, Cook Time: 30 mins, Total Time: 45 mins, Servings: 12, Yield: 1 9x13-inch cake",https://www.allrecipes.com/thmb/-vAf8siGqcK4MLZxEFz3ZqiH1u0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1026193-a0d38bb33c814104bc8fb76ae4a828dc.jpg,0.0,0.0,[]
204.0,Black Forest Cheesecakes,20 mins,20 mins,2 hrs 40 mins,12.0,0,"12  chocolate sandwich cookies with creme filling, 2 (8 ounce) packages cream cheese, softened, ¾ cup white sugar, ⅓ cup baking cocoa, 1 teaspoon vanilla extract, 2 large eggs, 1 (21 ounce) can cherry pie filling, ½ cup whipped topping","Preheat the oven to 325 degrees F (160 degrees C). Line muffin cups with paper or foil liners.
Remove top from each sandwich cookie; crush tops and set aside. Place creme-topped cookies in the prepared muffin cups, creme-side up.
Beat cream cheese, sugar, cocoa, and vanilla in a large bowl with an electric mixer until fluffy. Mix in eggs until blended. Fill the prepared muffin cups 3/4 full; sprinkle 1/4 cup reserved cookie crumbs on top. Discard remaining crumbs or save for another use.
Bake in the preheated oven until set, 20 to 25 minutes. Cool completely; cover and refrigerate for at least 2 hours.
Top each cheesecake with 2 tablespoons cherry filling and a dollop of whipped topping just before serving.









",5.0,https://www.allrecipes.com/recipe/222647/black-forest-cheesecakes/,/Desserts/Cakes/Cheesecake Recipes/Chocolate Cheesecake Recipes/,"Total Fat 17g 21%, Saturated Fat 9g 47%, Cholesterol 74mg 25%, Sodium 183mg 8%, Total Carbohydrate 36g 13%, Dietary Fiber 1g 5%, Total Sugars 17g, Protein 5g, Vitamin C 2mg 9%, Calcium 48mg 4%, Iron 1mg 8%, Potassium 167mg 4%","Prep Time: 20 mins, Cook Time: 20 mins, Additional Time: 2 hrs, Total Time: 2 hrs 40 mins, Servings: 12",https://www.allrecipes.com/thmb/ZGN7fzid5jxn1t87NmUZLtawps8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1006021-bc051ab4436149c6b819c7355682eae0.jpg,0.0,0.0,[]
205.0,Fresh Fig Cake,40 mins,30 mins,1 hrs 10 mins,8.0,1 8-inch layer cake,"¼ cup butter, softened, 1 cup white sugar, 1  egg, 2 cups all-purpose flour, ½ teaspoon salt, 2 teaspoons baking powder, 1 cup fat-free evaporated milk, 1 teaspoon vanilla extract, ¼ teaspoon almond extract, 1 cup chopped fresh figs, 2 cups chopped fresh figs, ¼ cup packed brown sugar, ¼ cup water, 1 tablespoon lemon juice","Preheat oven to 350 degrees F (175 degrees C). Spray two 8-inch round cake pans with vegetable oil spray.
In a medium bowl, sift together flour, salt and baking powder. Set aside.
In a large mixing bowl, cream butter with the sugar until fluffy. Add egg and beat well. Add flour mixture alternately with the evaporated milk. Fold in vanilla and almond extracts and 1 cup chopped figs.
Divide into two prepared 8-inch round cake pans. Bake in preheated oven until cake springs back when lightly touched with a fingertip and a toothpick inserted into the center comes out clean, 25 to 30 minutes. Cool cake layers on wire rack.
To make the filling: In a saucepan, combine 2 cups chopped figs, brown sugar, water and lemon juice. Bring to a boil. Reduce heat to a simmer and cook until thickened, about 20 minutes. Spread thinly between cooled cake layers and on top.",4.4,https://www.allrecipes.com/recipe/8290/fresh-fig-cake/,/Desserts/Fruit Desserts/Fig Dessert Recipes/,"Total Fat 7g 9%, Saturated Fat 4g 20%, Cholesterol 40mg 13%, Sodium 357mg 16%, Total Carbohydrate 72g 26%, Dietary Fiber 3g 9%, Total Sugars 46g, Protein 7g, Vitamin C 3mg 13%, Calcium 198mg 15%, Iron 2mg 12%, Potassium 306mg 7%","Prep Time: 40 mins, Cook Time: 30 mins, Total Time: 1 hrs 10 mins, Servings: 8, Yield: 1 8-inch layer cake",https://www.allrecipes.com/thmb/82HcR-Y0nYEyntv02Y5auGkl25s=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/8461892-fresh-fig-cake-bvwinemaker-4x3-1-c00012b00c024daaa958610e0c393036.jpg,0.0,0.0,[]
